0001	0.004054332	0.2125
0002	0.001746403	0.1900
0003	0.001498409	0.2017
0004	0.001350535	0.2002
0005	0.001265444	0.2017
0006	0.001197119	0.1975
0007	0.001142573	0.1977
0008	0.001112645	0.1975
0009	0.001061183	0.1995
0010	0.001043028	0.1999
0011	0.001010144	0.1996
0012	0.000970883	0.1998
0013	0.000969164	0.1994
0014	0.000957133	0.2012
0015	0.000950062	0.2014
0016	0.000964959	0.2017
0017	0.000901075	0.2014
0018	0.000919225	0.2006
0019	0.000881517	0.2030
0020	0.000856029	0.1989
0021	0.000868339	0.1979
0022	0.000878674	0.1989
0023	0.000852684	0.2001
0024	0.000823892	0.2013
0025	0.000844185	0.1986
0026	0.000837676	0.1985
0027	0.000842451	0.1999
0028	0.000803531	0.1978
0029	0.000793639	0.1991
0030	0.000799374	0.1988
0031	0.000821450	0.1994
0032	0.000810733	0.1979
0033	0.000817109	0.1981
0034	0.000801583	0.1993
0035	0.000793091	0.1984
0036	0.000786971	0.1976
0037	0.000770592	0.1997
0038	0.000771040	0.1974
0039	0.000769156	0.2005
0040	0.000760306	0.1986
0041	0.000749471	0.1980
0042	0.000754942	0.1986
0043	0.000775190	0.1975
0044	0.000756030	0.1980
0045	0.000751095	0.1992
0046	0.000748800	0.1986
0047	0.000747589	0.2006
0048	0.000719894	0.1983
0049	0.000720459	0.2015
0050	0.000724048	0.2075
0051	0.000729114	0.2007
0052	0.000725726	0.2010
0053	0.000712495	0.2008
0054	0.000729335	0.2008
0055	0.000702509	0.2004
0056	0.000688958	0.2002
0057	0.000690736	0.2023
0058	0.000700039	0.2005
0059	0.000701598	0.2004
0060	0.000699658	0.2006
0061	0.000693276	0.2013
0062	0.000677410	0.2012
0063	0.000689983	0.2004
0064	0.000690333	0.2014
0065	0.000680904	0.2009
0066	0.000691324	0.2037
0067	0.000691920	0.2009
0068	0.000673354	0.2000
0069	0.000665266	0.2010
0070	0.000666299	0.2004
0071	0.000661871	0.2025
0072	0.000667361	0.2025
0073	0.000676976	0.2008
0074	0.000671204	0.2037
0075	0.000645203	0.2012
0076	0.000663977	0.2007
0077	0.000655656	0.2016
0078	0.000649436	0.2012
0079	0.000640324	0.2003
0080	0.000649965	0.2013
0081	0.000638337	0.2017
0082	0.000650286	0.2022
0083	0.000623324	0.2005
0084	0.000635292	0.2014
0085	0.000639000	0.2011
0086	0.000627512	0.2005
0087	0.000626180	0.2009
0088	0.000640011	0.2020
0089	0.000619804	0.2025
0090	0.000637461	0.2011
0091	0.000648277	0.2003
0092	0.000643549	0.2014
0093	0.000625469	0.2000
0094	0.000634331	0.2003
0095	0.000624555	0.2023
0096	0.000618831	0.2013
0097	0.000637171	0.2015
0098	0.000624247	0.2017
0099	0.000614539	0.2028
0100	0.000610303	0.2032
0101	0.000614427	0.2007
0102	0.000608747	0.2025
0103	0.000611930	0.2011
0104	0.000606929	0.2029
0105	0.000604436	0.2007
0106	0.000607026	0.2023
0107	0.000619419	0.2018
0108	0.000601134	0.2004
0109	0.000607241	0.2061
0110	0.000609469	0.2023
0111	0.000597278	0.2010
0112	0.000597395	0.2002
0001	0.003706167	0.1997
0002	0.001687832	0.1929
0003	0.001428201	0.2029
0004	0.001343027	0.2043
0005	0.001249951	0.2030
0111	0.000638327	0.2005
0112	0.000591216	0.1976
0113	0.000599563	0.2017
0114	0.000597288	0.2022
0115	0.000616128	0.2025
0116	0.000603340	0.1999
0117	0.000599721	0.2015
0118	0.000604620	0.2033
0119	0.000594067	0.1998
0120	0.000583634	0.2021
0121	0.000603087	0.2006
0122	0.000602179	0.2015
0123	0.000599589	0.2009
0124	0.000581596	0.2006
0125	0.000576764	0.2013
0126	0.000582497	0.2009
0127	0.000583642	0.2025
0128	0.000581830	0.2003
0129	0.000585994	0.2014
0130	0.000579240	0.2000
0131	0.000584261	0.2006
0132	0.000578595	0.2022
0133	0.000575930	0.2012
0134	0.000575936	0.2007
0135	0.000595415	0.2013
0136	0.000562673	0.2263
0137	0.000571560	0.2053
0138	0.000567921	0.2036
0139	0.000582487	0.2037
0140	0.000562814	0.2052
0141	0.000571434	0.2037
0142	0.000568695	0.2051
0143	0.000566483	0.2038
0144	0.000573071	0.2041
0145	0.000565555	0.2054
0146	0.000570019	0.2042
0147	0.000566827	0.2033
0148	0.000570323	0.2054
0149	0.000559495	0.2036
0150	0.000554690	0.2040
0151	0.000565040	0.2037
0152	0.000577423	0.2046
0153	0.000573602	0.2037
0154	0.000572033	0.2042
0155	0.000561060	0.2044
0156	0.000556786	0.2054
0157	0.000563799	0.2040
0158	0.000551574	0.2034
0159	0.000555258	0.2038
0160	0.000562567	0.2037
0161	0.000571622	0.2034
0162	0.000557946	0.2038
0163	0.000556271	0.2045
0164	0.000551151	0.2032
0165	0.000559229	0.2034
0166	0.000548984	0.2034
0167	0.000549325	0.2049
0168	0.000554180	0.2035
0169	0.000542335	0.2041
0170	0.000541704	0.2045
0171	0.000541770	0.2030
0172	0.000547479	0.2055
0173	0.000549414	0.2036
0174	0.000551383	0.2042
0175	0.000551833	0.2035
0176	0.000549634	0.2046
0177	0.000548467	0.2047
0178	0.000549514	0.2025
0179	0.000538560	0.2051
0180	0.000540725	0.2038
0181	0.000533436	0.2029
0182	0.000555947	0.2037
0183	0.000549010	0.2035
0184	0.000551814	0.2052
0185	0.000540163	0.2024
0186	0.000532493	0.1958
0187	0.000538098	0.1942
0188	0.000536852	0.1944
0189	0.000533602	0.1960
0190	0.000535297	0.1946
0191	0.000536244	0.1946
0192	0.000547770	0.1950
0193	0.000532645	0.1944
0194	0.000528822	0.1946
0195	0.000539529	0.1948
0196	0.000547242	0.1957
0197	0.000535956	0.1940
0198	0.000535634	0.1945
0199	0.000531323	0.1949
0200	0.000525737	0.1944
0201	0.000533796	0.1941
0202	0.000532937	0.1962
0203	0.000533375	0.1952
0204	0.000539521	0.1955
0205	0.000530850	0.1945
0206	0.000533518	0.1947
0207	0.000534059	0.1949
0208	0.000532787	0.1959
0209	0.000529224	0.1941
0210	0.000527886	0.1956
0211	0.000523750	0.1944
0212	0.000523037	0.1947
0213	0.000526692	0.1966
0214	0.000524901	0.1949
0215	0.000524996	0.1943
0216	0.000525865	0.1947
0217	0.000522704	0.1951
0218	0.000525647	0.1949
0219	0.000523486	0.1941
0220	0.000525772	0.1941
0221	0.000523311	0.1945
0222	0.000517599	0.1946
0223	0.000524483	0.1944
0224	0.000520731	0.1939
0225	0.000527367	0.1954
0226	0.000512962	0.1943
0227	0.000535982	0.1942
0228	0.000525307	0.1949
0229	0.000523348	0.1940
0230	0.000526368	0.1962
0231	0.000523249	0.1946
0232	0.000521749	0.1943
0233	0.000526218	0.1947
0234	0.000518827	0.1949
0235	0.000517190	0.1950
0236	0.000517641	0.1956
0237	0.000522273	0.1940
0238	0.000525242	0.1943
0239	0.000508522	0.1946
0240	0.000524401	0.1953
